Entry	Length
F9WXU5	213
F9XHP6	388
F9XH20	188
F9XBU8	300
F9XIY3	563
F9XCV3	2434
F9X796	377
F9XAA6	595
F9XG19	50
F9WXQ2	414
F9XDR5	1615
F9X6D9	602
F9X0G2	898
F9XHQ4	119
F9XG36	632
F9X2H9	639
F9X8Q3	1106
F9XHY8	620
F9X6J7	461
F9X9X8	252
F9XKS0	875
F9X304	394
F9WY88	667
F9XD64	483
F9X3H1	211
F9XIZ8	215
F9XPC5	1305
F9WW69	1300
F9XQF3	198
F9WZL6	767
F9X3P2	244
F9X7L2	217
F9XKF8	273
F9X8D8	101
F9XNN0	556
F9XA73	858
F9XQU3	122
F9XIH8	429
F9XCJ5	431
F9X5Y5	323
F9XA34	273
F9X2E0	196
F9X800	423
F9XI27	370
F9X9J8	328
F9X4T5	149
F9XL92	834
F9WW43	523
F9XQB8	192
F9X3E7	417
F9X0A0	143
F9X6R2	205
F9WZ78	587
F9XIG1	495
F9XD79	1066
F9XF56	168
F9X1B1	777
F9XCM9	1042
F9XM24	394
F9XGU6	1111
F9XJF4	393
F9XG05	670
F9X0L5	400
F9XN53	424
F9XGX4	717
F9X3Q8	207
F9WXZ2	846
F9XRM0	149
F9X3P4	419
F9XA25	225
F9X1I8	941
F9XPW4	313
F9XNY7	293
F9XAT2	319
F9XPX9	198
F9WXD5	144
F9XCL3	1113
F9X247	199
F9XJ09	1095
F9X290	605
F9XJC9	277
G9MMI2	491
G9MJ26	1353
G9N227	1309
G9MSQ8	468
G9MRB3	676
G9MT55	455
G9NB22	318
G9N644	828
G9N3X8	195
G9MLS3	200
G9NDI0	275
G9MPS4	383
G9NDN1	186
G9MHK8	453
G9N724	127
G9MRP3	1164
G9N087	352
G9N9T1	837
G9MPZ2	1083
G9MQU3	279
G9NAQ4	742
G9MJ06	424
G9MJ07	237
G9MJZ3	469
G9MIJ2	1346
G9MM62	1168
G9N4C4	365
G9MF67	227
G9MXW4	629
G9MLV5	613
G9MN11	590
G9NAH6	203
G9N1Q7	719
G9N514	1231
G9NBT7	1141
G9MFT5	367
G9N1V8	602
G9MKK1	362
G9MKN4	591
G9MZJ6	506
G9N6H2	632
G9N5P3	272
G9MW21	307
G9ND56	493
G9N6D2	444
G9MMW2	491
G9N7Y8	194
G9MSN8	214
G9N212	626
G9MEU7	747
G9NA39	1216
G9MHA4	1608
G9MMU1	818
G9MK50	408
G9NA64	1328
G9MXX9	224
G9MGE7	187
G9MLH0	538
G9N012	940
G9N0N4	631
G9NCK4	1345
G9MJR4	1397
G9N7Q4	649
G9MEV0	573
G9MVV2	442
G9N7R5	229
G9N9V3	670
G9MPT8	576
G9N8I9	207
G9N7F7	383
G9NDE4	784
G9ND95	672
G9MGH6	593
G9N045	1163
G9MN31	187
G9MYG9	488
G9MSA6	503
G9MIF3	1232
G9ND67	605
G9N9G8	985
G9MFH7	519
G9N982	501
G9MFD6	686
G9MR76	216
G9NCN4	2023
G9MN71	265
G9MPT7	519
G9N943	1940
G9N249	536
G9MZQ9	156
G9MSF3	643
G9N778	216
G9MP09	1631
G9MM22	269
G9N765	711
G9N0A9	483
G9NCJ1	533
G9N332	149
G9MWS3	468
G9N7F9	370
G9N3R3	739
G9MZN3	229
G9NDI9	831
G9MW46	356
G9N8W1	418
G9N999	696
G9MFY7	627
G9MTZ4	130
G9MPZ7	145
G9MDM1	381
G9MFN9	361
G9N3P0	299
G9N2H9	690
G9MJF4	510
G9MT30	409
G9MJI6	413
G9MMW1	536
G9MZD4	581
G9MJ81	1078
G9N6P9	659
G9MEC3	465
G9MI76	220
G9MRT4	585
G9ND79	425
G9ND10	772
G9MUT7	163
G9MP61	1395
G9N834	1018
G9MDU7	491
G9N972	420
G9MXT7	412
G9MX76	803
G9N0J4	640
G9NAS7	128
G9N1K2	373
G9N3R8	287
G9MX46	281
G9MUA2	361
G9N8X2	684
G9MPA4	335
G9MPL4	933
G9N1X5	628
G9MXT2	381
G9MR43	204
G9MKC6	338
G9ND99	1289
G9N580	595
G9N5C4	258
G9MLB2	1115
G9MMT7	397
G9MYX1	1523
G9MG77	837
G9MDU1	634
G9MI28	1042
G9MN38	490
G9MZ83	698
G9MQI4	356
G9MRP7	475
G9MW11	320
G9N346	630
G9N3L0	259
G9N4E8	784
G9NCP0	2533
G9N9J1	617
G9N1U4	703
G9N5D6	1134
G9MDQ4	322
G9NBC5	1342
G9MNV8	416
G9MQP6	396
G9MQN4	811
G9MX62	473
G9MRC7	731
G9N2Z2	212
G9MRC4	203
G9N7W1	847
G9MDX4	394
G9N3A4	928
G9N5T0	701
G9N8S2	318
G9MS77	261
G9N3A2	421
G9N9Q4	548
G9N5X1	843
G9MNQ7	264
G9NBB1	331
G9N0R3	994
G9NAZ8	255
G9N3S7	538
G9MWD6	823
G9NCK0	380
G9MGI1	202
G9MKJ7	644
G9N8W4	1137
G9MLH3	840
G9MRG4	688
G9N0H6	424
G9MFT4	519
G9MT11	469
G9MMS6	1183
G9MH97	206
G9MGQ0	754
G9MSF6	670
G9MX84	328
G9MKJ4	513
G9MIM3	340
G9MEH0	421
G9N436	765
A0A2N3NLI3	485
A0A2N3NC65	275
A0A2N3NAA7	199
A0A2N3N937	334
A0A2N3NIL4	212
A0A2N3NBI0	340
A0A2N3NLA7	1296
A0A2N3N4F6	214
A0A2N3N0E6	152
A0A2N3NKE9	330
A0A2N3N3W7	272
A0A2N3N013	427
A0A2N3NDB1	642
A0A2N3NCK4	537
A0A2N3NC91	933
A0A2N3N408	1486
A0A2N3N2S6	515
A0A2N3NAL9	443
A0A2N3NBS8	352
A0A2N3N5E7	990
A0A2N3N9A7	313
A0A2N3NKG0	887
A0A2N3NAY8	708
A0A2N3NI65	219
A0A2N3NHZ7	719
A0A2N3NEG6	518
A0A2N3NHA1	886
A0A2N3NAJ6	244
A0A2N3N7C6	624
A0A2N3N519	488
A0A2N3NGG4	928
A0A2N3NEB9	205
A0A2N3N758	617
A0A2N3N2E1	642
A0A2N3NKE1	823
A0A2N3MY98	1241
A0A2N3NA39	1178
A0A2N3N0P6	731
A0A2N3NEY6	725
A0A2N3N2N0	683
A0A2N3MZY8	488
A0A2N3N2S3	831
A0A2N3N9Q1	356
A0A2N3NDY6	1897
A0A2N3N2C2	1270
A0A2N3N3D9	221
A0A2N3NE75	460
A0A2N3NJP1	213
A0A2N3N218	523
A0A2N3NDR4	488
A0A2N3NI74	2525
A0A2N3N640	1580
A0A2N3NAV5	345
A0A2N3NDE9	281
A0A2N3N591	535
A0A2N3NC12	506
A0A2N3NG89	454
A0A2N3N6L2	761
A0A2N3NI46	433
A0A2N3NBN2	392
A0A2N3N303	968
A0A2N3N900	984
A0A2N3NIV8	515
A0A2N3N9P4	347
A0A2N3NAS7	309
A0A2N3N3E1	799
A0A2N3N8X0	782
A0A2N3N3S7	355
A0A2N3NK01	372
A0A2N3NJS3	851
A0A2N3NLW6	1142
A0A2N3N8M1	1578
A0A2N3MYH9	976
A0A2N3NDJ4	356
A0A2N3NAR9	1249
A0A2N3N573	1180
A0A2N3N1V1	1106
A0A2N3N1F5	1275
A0A2N3NG72	429
A0A2N3NK88	1022
A0A2N3N066	438
A0A2N3N235	907
A0A2N3ND26	194
A0A2N3N1G5	961
A0A2N3N7B2	221
A0A2N3N763	1147
A0A2N3N2Q0	198
A0A2N3NLE8	522
A0A2N3NFK1	660
A0A2N3NI80	1986
A0A2N3MZG2	1205
A0A2N3N327	591
A0A2N3N5S5	1476
A0A2N3NEJ0	394
A0A2N3N5D0	1433
A0A2N3NAZ1	180
A0A2N3N7L7	757
A0A2N3N427	857
A0A2N3NAL7	666
A0A2N3NBN3	112
A0A2N3NIR0	487
A0A2N3N4D1	280
A0A2N3N323	1330
A0A2N3NE78	407
A0A2N3NG82	592
A0A2N3N095	714
A0A2N3NE49	686
A0A2N3NB51	721
A0A2N3NEM3	662
A0A2N3N572	228
A0A2N3N4M5	412
A0A2N3N565	849
A0A2N3N929	204
A0A2N3NDG6	326
A0A2N3NCU0	521
A0A2N3NBD7	462
A0A2N3N063	484
A0A2N3N6D0	1082
A0A2N3N2C1	1214
A0A2N3N7G5	360
A0A2N3N1S2	401
A0A2N3N2G8	543
A0A2N3N6C6	1623
A0A2N3NFP8	376
A0A2N3NA02	599
A0A2N3NG26	522
A0A2N3N9T8	382
A0A2N3NCC0	597
A0A2N3NKP0	616
A0A2N3NIB9	769
A0A2N3NHD3	634
A0A2N3MY11	1299
A0A2N3N6X2	1356
A0A2N3NBQ5	574
A0A2N3ND50	570
A0A2N3N308	1036
A0A2N3N4C9	312
A0A2N3N1M3	690
A0A2N3NBC4	732
A0A2N3NAX9	660
A0A2N3NBE1	187
A0A2N3NIK1	541
A0A2N3NCV6	716
A0A2N3N205	811
A0A2N3NLQ4	1168
A0A2N3NJ84	242
A0A2N3N3E5	214
A0A2N3N305	1198
A0A2N3NAE6	924
A0A2N3NGZ5	257
A0A2N3NIQ7	690
A0A2N3NC01	684
A0A2N3N5D1	230
A0A2N3NK78	1433
A0A2N3NDW3	697
A0A2N3N2M8	1280
A0A2N3NGA4	876
A0A2N3N1Y5	634
A0A2N3NEJ1	542
A0A2N3NKQ0	701
A0A2N3NB01	644
A0A2N3ND07	459
A0A2N3N2A0	648
A0A2N3N4R2	639
A0A2N3NLI0	365
A0A2N3N350	1251
G0RBX2	699
G0RJP1	1920
G0RDJ5	1215
G0RRX8	927
G0RV11	480
G0RD75	634
G0RA40	339
G0RRS3	281
G0RGV4	184
G0RUU4	1388
G0RR77	186
G0RIQ9	1381
G0RSI1	169
G0RM79	627
G0R9D7	836
G0RJB8	389
G0RGS7	507
G0RIL4	1484
G0R805	1182
G0RDD2	668
G0RXK5	332
G0RQZ7	723
G0RMP7	1071
G0RRY0	422
G0R7A6	506
G0R854	1093
G0R704	591
G0R730	366
G0R6W5	195
G0RTE2	419
G0RVD8	301
G0RPY9	934
G0REH2	486
G0RFE6	534
G0RQ72	377
G0R9W0	308
G0RKP6	558
G0RWU3	331
G0RU51	754
G0RWS6	469
G0RQA2	194
G0RQH9	645
G0RN55	863
G0RJ51	628
G0RS96	615
G0RWN9	413
G0RD07	449
G0RC70	821
G0RE51	288
G0R8V3	812
G0RSE8	202
G0R7Z3	719
G0RLC7	1530
G0R7X6	643
G0RFF5	398
G0RPU3	291
G0RMC0	453
G0RIB7	356
G0RN89	453
G0RXB1	806
G0RBU3	346
G0RS40	149
G0RS28	620
G0RE22	671
G0RTC6	420
G0RL72	226
G0RV45	358
G0RN79	518
G0RRA0	1034
G0RL00	750
G0RD90	884
G0RGF4	204
G0RNJ3	893
G0RC04	1000
G0RGC6	217
G0RS72	209
G0RE85	1109
G0RL57	623
G0RFN3	509
G0RA35	622
G0RFH7	674
G0R7V6	524
G0RFR5	453
G0R735	515
G0RG06	648
G0RGA0	785
G0RUP2	462
G0RXN4	586
G0RVG2	662
G0RE43	825
G0RE27	501
G0R9V0	280
G0RMY5	220
G0RIB0	601
G0RK58	460
G0RG92	203
G0R795	399
G0RJ68	587
G0RLK1	363
G0RN77	567
G0RXE5	1170
G0RFI1	1254
G0RQG7	229
G0RSF2	553
G0RL14	116
G0R8H1	269
G0RMP5	337
G0RLR9	319
G0RHV5	356
G0R7K0	322
G0RTL7	298
G0RKW0	667
G0RI53	589
G0RNL8	341
G0R753	491
G0RL98	326
G0RFG4	438
G0RI24	264
G0RPI3	267
G0RJZ2	625
G0R733	715
G0RK07	1310
G0RAJ7	214
G0RHN6	1609
G0R9Y0	357
G0RAJ1	376
G0RF55	1293
G0RHI6	263
G0RHK4	621
G0RJN5	2550
G0R6S6	449
G0RWE0	334
G0RNP4	1352
G0RBT1	970
G0RQ70	370
G0RQE6	820
G0RJ78	505
G0RAA3	203
G0RDQ5	947
G0R8P2	198
G0RP57	763
G0RCJ5	702
G0RCU6	622
G0RKR1	632
G0RDM8	1933
G0RBE3	1243
G0R843	730
G0RI73	496
G0RTJ6	562
G0RG89	731
G0RHP3	206
G0RT78	1081
G0R7S0	421
G0RDL7	1360
G0RDC1	616
G0RBK5	595
G0RTE1	237
G0R9N4	215
G0RWT5	796
G0R8M1	968
G0RK26	536
G0RRL9	207
G0RFR9	1151
G0R7Z7	384
G0RCN3	232
G0R7G5	633
G0RW54	1210
G0RBI4	1139
G0RDC4	1149
G0RC61	662
G0RCP6	217
G0RB52	313
G0RB08	402
G0R8V6	516
G9NFI8	394
G9PCJ9	413
G9NJL4	269
G9NEA3	694
G9NK59	818
G9NHK2	614
G9P0X2	913
G9NXH8	579
G9NYK9	355
G9PCB8	1418
G9NVG8	515
G9NHE5	544
G9NZT0	417
G9P1D5	563
G9NKD0	992
G9PAB0	607
G9P2F0	496
G9NQ04	195
G9NSU0	308
G9P9T5	1207
G9NSI9	109
G9NND5	1035
G9NFK1	412
G9NZQ3	264
G9NPJ1	644
G9NKI3	475
G9P075	334
G9PB93	1071
G9NMA7	704
G9NHU8	186
G9NUX0	289
G9P7Z8	322
G9NZ50	492
G9NHT1	399
G9P7J9	1288
G9P8P5	824
G9PC42	488
G9NTK3	758
G9P9F3	1104
G9NG59	576
G9NSZ4	984
G9P4M7	542
G9NHZ2	742
G9NWQ4	187
G9P7W2	429
G9P6I6	1944
G9NNA5	194
G9PAC8	1377
G9NWV7	202
G9P4Q9	562
G9NIH7	590
G9NTQ4	628
G9NLY2	803
G9P8X2	1608
G9P7H2	1983
G9NJH5	1172
G9NXH2	764
G9P4E0	672
G9NUW4	723
G9PA52	721
G9NPT5	750
G9P3E5	204
G9NMA3	362
G9NP96	378
G9NED1	799
G9P5H8	272
G9NXZ0	587
G9P6A6	500
G9P1I7	612
G9NRJ0	1854
G9NRB0	408
G9PAS8	349
G9PBF4	1404
G9NWV1	593
G9PA19	265
G9NEB6	471
G9NGA0	1135
G9P5C3	682
G9NMB1	359
G9NE08	798
G9P5B3	498
G9NVD5	724
G9NH97	133
G9NTM3	378
G9P7G1	2529
G9NM82	494
G9NLW3	640
G9P1P5	308
G9NLZ6	1162
G9NHF9	216
G9NP48	786
G9NYX1	581
G9P374	768
G9P1N7	287
G9NRC2	488
G9P530	621
G9P6N0	678
G9P2P3	1204
G9P361	205
G9NGP2	770
G9NSP6	602
G9P6L6	981
G9NP26	300
G9P8W5	206
G9NWB6	628
G9NKP8	649
G9NSH6	740
G9P9W2	1407
G9NPN2	886
G9NPK2	229
G9NE23	287
G9P358	753
G9NWY5	431
G9NLS7	1432
G9NTW3	188
G9NP98	372
G9NER7	848
G9PAE7	536
G9P833	671
G9NQD5	821
G9PB02	447
G9NJX6	200
G9NX76	622
G9NJ06	592
G9P9K7	220
G9P8N6	259
G9PAN6	729
G9PA76	627
G9NY39	1100
G9NUH1	933
G9NGW9	812
G9PA66	557
G9NLR7	330
G9NGK1	278
G9NUB5	631
G9P659	649
G9NU31	212
G9P7H1	2033
G9P0S6	757
G9NSR4	260
G9NU79	148
G9NHJ8	1122
G9P836	1324
G9NUG9	420
G9NS73	207
G9P5V3	346
G9NZV0	1605
G9P7K3	381
G9P738	807
G9NMW4	945
G9P1A6	214
G9NUR1	277
G9NEW0	1161
G9NEE0	336
G9NIN9	582
G9NXR2	925
G9P935	1361
G9NFZ3	1213
G9P3B4	217
G9NWJ1	838
G9NHJ0	697
G9P029	1478
G9P2U3	1182
G9P432	1227
G9NIU9	1326
G9P1X3	357
G9NXX9	437
G9P610	268
G9NGX7	571
G9P129	468
G9P7Q4	627
G9NF18	421
G9NGR1	899
G9NLY6	418
G9NK63	511
G9NY42	340
G9PA21	400
G9PBH3	235
G9P4F9	808
G9P316	672
G9P3P6	317
G9NUU1	297
G9NLW1	495
G9P2U1	1497
G9PC82	303
G9NF57	530
G9P7R6	532
G9NE58	180
G9P2N9	493
G9PBH5	428
G9NVM7	452
G9NXY9	519
G9NNT5	210
G9P9Z2	340
G9P0Q9	407
F2SF37	199
A0A080WHC1	367
F2SZG4	822
A0A080WKW3	773
F2SPQ1	659
F2SS58	1187
F2STV6	394
F2SX52	347
F2SKG6	280
F2SI01	279
F2SEI2	1607
F2SEZ0	533
F2SD07	338
F2SW65	707
F2SU01	321
A0A080WJR9	508
A0A080WLX8	397
F2SMT7	316
F2SMQ2	754
A0A080WW21	205
F2SDY9	1236
F2ST45	603
F2SQT2	220
A0A080WGN7	292
A0A080WQ77	493
F2SHH1	342
F2SIT4	337
F2SDH4	420
F2SR90	662
F2SZ74	732
F2SXK9	654
F2SSM5	361
F2SUE3	169
F2SZ84	993
A0A080WGC1	181
F2SFP7	173
F2SF53	799
F2SRN8	399
A0A080WRS2	148
A0A080WDV2	335
F2SY97	792
F2SV56	760
F2SX00	1183
F2SNG1	186
F2SD66	1934
F2SP73	370
A0A080WKY1	487
F2SFX5	524
F2SR54	213
A0A080WGK7	171
A0A080WJ43	712
F2SBT7	556
F2SMQ0	554
A0A080WNQ2	163
F2SRQ7	811
F2SM59	374
F2SV30	226
F2T0I2	432
F2SFQ7	978
A0A080WMR1	765
A0A080WQN4	353
F2SYS7	476
A0A080WKG3	928
A0A080WPK0	194
F2SSW5	216
F2SII9	470
F2STG8	301
F2SPT5	1471
F2SFJ9	218
F2SEU0	1040
F2SPQ9	877
F2SQ65	422
F2SW37	660
F2SCT9	372
F2SSL1	342
F2SI27	432
A0A080WLZ2	451
F2SBW6	1013
F2SN61	597
F2SNL5	990
F2SBS8	319
F2SPA2	594
F2SZ98	397
A0A080WF75	371
F2SPR0	893
A0A080WIJ3	374
F2SQ94	510
F2SG55	189
F2T156	206
F2SBU8	663
F2T1B6	340
F2SKL1	797
A0A080WI27	181
A0A080WIP4	261
A0A080WGA2	816
F2SIH0	621
F2SYC1	193
F2SQ03	210
A0A080WP65	564
A0A080WNS5	391
F2SW44	898
A0A080WHB8	195
A0A080WMI3	319
F2SJH7	322
F2SHY9	209
F2SS18	554
A0A080WLA5	477
F2SD68	2415
F2SFE4	385
F2SH18	198
F2SJ34	352
F2SZ83	285
F2SDG9	399
A0A080WQG6	371
F2SWD0	526
F2SLM5	623
F2SE99	436
A0A080WKW0	149
F2T0U9	318
F2STW2	618
F2SHP4	613
F2SNA4	472
F2SVT3	1150
F2SX35	173
A0A080WGQ7	1832
F2SJ12	267
A0A080WR91	196
F2SPD9	777
F2SUD1	451
A0A080WJL2	171
F2SNB9	376
F2SS23	1134
F2SV44	942
A0A080WKW1	182
F2SF24	597
A0A080WK37	282
F2SHL8	518
F2SKP2	1261
F2SWB7	634
F2SWW4	400
F2SVC0	390
A0A080WQ83	1857
F2SZS7	676
F2SPP4	631
F2SH45	777
F2SU47	333
F2SF48	415
A0A080WQ08	472
F2SYB8	459
F2SFA1	359
A0A080WNH8	193
F2T0N2	822
F2SC93	1291
F2SRR3	297
A0A080WND5	483
F2SUZ9	388
F2SS27	405
F2SHH4	654
F2SCX0	204
F2SEJ5	664
A0A080WEC2	267
A0A080WJN7	360
F2SBW7	274
A0A080WG74	296
F2SD44	380
A0A080WW39	923
F2SLF5	261
F2SHT6	373
F2SV36	593
F2SXH1	345
F2T051	667
F2SD11	296
F2SE64	406
A0A080WMA6	1540
F2SZD1	1433
F2SEN0	408
A0A080WKV6	708
A0A080WI92	292
A0A080WW31	153
F2SCU6	1065
F2SDW0	269
A0A080WND0	343
F2SM29	705
F2SIA0	275
F2SG12	2045
F2SEW2	608
F2SMC4	309
F2SMD0	342
F2SRV1	804
A0A080WKG6	295
F2SL14	323
A0A080WQ27	341
F2SV73	707
F2SM05	195
F2SYU9	430
F2SG73	1072
F2SIJ9	246
A0A080WLB8	1212
F2SK26	892
F2SWC1	1268
F2SH21	1078
F2SY94	766
A0A080WGZ1	301
F2SMN8	888
A0A080WX64	201
F2SHC0	206
F2SCB5	391
F2T0U6	526
F2SSK8	446
F2SN94	870
F2SHF3	292
A0A080WKV8	173
F2SIW7	254
F2SM84	970
F2SRZ2	331
A0A080WUF0	405
F2SCV6	252
A0A080WQH3	292
A0A080WUZ1	383
A0A080WQY8	341
A0A080WER9	152
A0A080WKB3	326
A0A080WGV6	289
A0A080WFG8	361
A0A080WN76	723
G2Q6Q1	340
G2Q381	643
G2QE74	558
G2QC44	913
G2QNJ0	319
G2QQ38	203
G2PZQ4	1306
G2QL14	413
G2QAA6	247
G2QJE2	305
G2QCZ8	978
G2Q9K2	1549
G2Q6M1	199
G2Q6I4	360
G2QPX1	2458
G2Q499	319
G2QQ18	169
G2QQ58	789
G2Q0Y4	378
G2QAU4	179
G2QE70	687
G2Q1Z9	640
G2Q7Q1	530
G2QAI0	726
G2QP13	808
G2QJI9	875
G2Q4S3	390
G2QAG0	1167
G2QDJ0	233
G2QN61	772
G2QCX8	893
G2Q9R9	640
G2Q978	271
G2QMQ3	296
G2QN52	194
G2QIJ0	379
G2QB24	515
G2Q297	403
G2QAB1	282
G2QCM3	1208
G2QKP2	210
G2Q9M3	335
G2Q140	316
G2QI53	380
G2QLB3	282
G2Q6N8	749
G2QAR6	1441
G2Q8D7	1164
G2Q7E7	415
G2QKX3	230
G2Q649	582
G2QHH8	458
G2QBX4	736
G2Q031	458
G2Q647	824
G2QHJ5	553
G2QDV5	169
G2QHM2	437
G2Q468	1977
G2QKH6	1257
G2QMD9	261
G2QDY0	261
G2QCE7	436
G2QQG9	438
G2Q6Y6	273
G2Q917	299
G2Q985	474
G2Q413	550
G2QCF7	402
G2Q8Q1	412
G2QD39	253
G2Q012	201
G2PZW4	878
G2Q2G9	1480
G2QQ43	183
G2Q5G7	205
G2Q6I2	387
G2PZU1	414
G2Q328	1009
G2QIJ1	302
G2Q0N4	1204
G2QAH6	416
G2QCF4	198
G2QLN1	593
G2QIM5	379
G2Q3A7	919
G2QAN4	659
G2Q4E4	197
G2Q577	1016
G2QGD0	331
G2QJI0	1028
G2Q5C7	710
G2QC57	801
G2Q910	917
G2Q2U3	645
G2Q4E0	205
G2QCT4	371
G2QQ03	645
G2Q0K5	660
G2Q6E3	347
G2Q2D8	385
G2QHJ3	572
G2QE44	593
G2Q693	879
G2Q4W1	959
G2QPE0	486
G2QBX5	489
G2QDD5	232
G2Q898	205
G2Q015	212
G2Q334	215
G2QF49	930
G2QKS1	359
G2Q9C6	554
G2QPE7	241
G2QPX9	2041
G2Q1E5	1358
G2QFQ6	448
G2Q6Q7	219
G2Q6G2	1360
G2QES9	817
G2QMV8	265
G2Q3G5	261
G2Q7P3	1380
G2QBN0	334
G2QFZ6	271
G2Q9Y2	318
G2QDT0	197
G2Q7P6	394
G2Q6X6	915
G2QKT3	213
G2Q5H9	669
G2QP72	601
G2QKG8	309
G2Q8L3	217
G2Q738	744
G2Q6E2	785
G2QEF3	751
G2QM26	69
G2QH70	322
G2QN57	155
G2Q9H0	739
G2QP34	361
G2QI12	353
G2QIU7	593
G2Q7I7	703
G2PZP5	1106
G2QCH1	727
G2QIA1	490
G2QLP7	420
G2QHE5	690
G2Q963	380
G2Q451	394
G2QK53	484
G2QDK1	525
G2QK10	289
G2QPR2	213
G2PZQ9	329
G2Q1J3	732
G2QBH7	497
G2QBV5	845
G2QP61	1216
G2Q0D0	418
G2Q2T2	1252
G2QJT3	783
G2QIY6	659
G2Q9B3	188
G2QG16	340
G2Q4W7	607
G2Q2W8	569
G2Q3J7	664
G2QNV1	596
G2Q8L4	254
G2QKJ9	943
G2QLH8	1149
G2QJ66	201
G2QE55	1202
G2QIZ4	265
G2QH63	699
G2QJG1	345
G2QMA1	798
G2Q410	648
G2Q515	573
G2Q1B3	605
G2Q7F1	365
G2Q217	647
G2QCZ4	264
G2QK98	1577
G2QPY9	165
G2Q6W5	614
G2Q072	335
G2Q347	1326
A0A086T3B2	340
A0A086T2J5	308
A0A086T295	1490
A0A086T3H8	239
A0A086T1Y5	625
A0A086T8B1	341
A0A086TC41	1605
A0A086TCN0	357
A0A086T8G5	507
A0A086TFH5	855
A0A086SZX4	1182
A0A086SXM5	406
A0A086T8E4	748
A0A086ST09	516
A0A086T5H3	510
A0A086T2Y1	760
A0A086SUG6	194
A0A086THL8	494
A0A086SV87	755
A0A086T736	605
A0A086TGM3	1176
A0A086TEV4	1081
A0A086SW09	533
A0A086T650	255
A0A086TH69	663
A0A086SWQ4	472
A0A086TGD3	358
A0A086T1T5	669
A0A086TE49	635
A0A086T6U5	233
A0A086TFI4	350
A0A086T8Z1	512
A0A086TAS1	548
A0A086TEE9	980
A0A086T542	428
A0A086TEJ9	348
A0A086TEZ8	411
A0A086TF32	514
A0A086SY46	495
A0A086TCU6	346
A0A086SWA2	324
A0A086SXE8	1021
A0A086T1Z6	1536
A0A086TA10	386
A0A086SYX3	217
A0A086SY72	194
A0A086TGR4	335
A0A086T8T4	1938
A0A086SXQ3	174
A0A086TC63	205
A0A086TER3	331
A0A086TGA7	584
A0A086SXC1	774
A0A086TDN7	830
A0A086SX49	483
A0A086THU7	769
A0A086TFD0	413
A0A086T6C7	605
A0A086TE94	487
A0A086T9Y7	161
A0A086T8F9	270
A0A086TAJ0	939
A0A086T946	1444
A0A086TG11	152
A0A086T2Z3	203
A0A086T0V1	370
A0A086ST49	404
A0A086STM2	1217
A0A086SYQ2	211
A0A086T2T5	305
A0A086T4B7	475
A0A086STA5	624
A0A086THJ8	645
A0A086T4F8	423
A0A086T940	573
A0A086T928	773
A0A086TC93	786
A0A086TCJ7	1217
A0A086T3T4	216
A0A086T361	823
A0A086T673	413
A0A086T8U0	1022
A0A086SUI3	195
A0A086SWI2	2298
A0A086TG93	641
A0A086T487	891
A0A086TH55	710
A0A086TI34	724
A0A086T2L5	885
A0A086TCB8	1408
A0A086T4R2	772
A0A086T6C6	945
A0A086STR1	251
A0A086T0S4	441
A0A086TFM3	516
A0A086ST87	644
A0A086T1W6	608
A0A086T6S2	295
A0A086THG1	274
A0A086T4A7	803
A0A086SXF1	903
A0A086SXQ1	1255
A0A086TFL4	611
A0A086T8K5	1542
A0A086T2V0	324
A0A086TFN5	876
A0A086T466	1125
A0A086T181	611
A0A086TB91	394
A0A086T6L2	757
A0A086T3C5	1118
A0A086T004	699
A0A086TAY4	1194
A0A086TET7	1298
A0A086T7F6	371
A0A086T5K0	219
A0A086TBQ1	739
A0A086TAZ3	179
A0A086T6P5	1402
A0A086T898	211
A0A086T7S1	731
A0A086TA38	186
A0A086T627	1973
A0A086SYL4	306
A0A086SVJ3	1480
A0A086THZ1	530
A0A086STZ6	1081
A0A086T2C3	193
A0A086T3F4	1097
A0A086T316	356
A0A086SXX4	892
A0A086T3V5	1191
A0A086TBR8	424
A0A086T0Q7	406
A0A086T3P7	166
A0A086TE62	1029
A0A086SX98	338
A0A086T5H7	837
A0A086TAT8	1367
A0A086TA90	405
A0A086T011	638
A0A086SUZ0	572
A0A086SZ36	187
A0A086TAE7	595
A0A086SWR8	237
A0A086T4C2	335
A0A086T1H5	236
A0A086TGI0	1249
A0A086ST59	511
A0A086T0B6	690
A0A086T785	1188
A0A086SU75	285
A0A086SW43	670
A0A086SY90	207
A0A086TFW3	636
A0A086TFF9	1352
A0A086T241	556
A0A086SXV7	1243
A0A086T3B6	219
A0A086T929	437
A0A086T5Q4	251
A0A086T8R3	728
A0A086SYV7	405
A0A2T4AA55	894
A0A2T4A4W3	630
A0A2T3ZSH7	449
A0A2T4AD36	340
A0A2T4A9Z5	735
A0A2T4AF85	417
A0A2T4ANU3	1341
A0A2T4AHX1	1199
A0A2T4ARZ8	418
A0A2T4A6N9	394
A0A2T4AHP6	492
A0A2T4ANW2	427
A0A2T4A1W7	76
A0A2T4ARP4	1941
A0A2T4ALH9	1608
A0A2T3ZZA3	926
A0A2T4AG82	931
A0A2T4AEP8	1318
A0A2T4A843	764
A0A2T4ATA6	543
A0A2T3ZZV5	259
A0A2T4A177	575
A0A2T4AJC7	705
A0A2T4AK90	627
A0A2T4A9I6	575
A0A2T3ZV75	796
A0A2T4AJ75	518
